"sku","barcode","name","description","client_owner_id","product_family","velocity_class","unit_cost","minimum_stock_level","maximum_stock_level","pick_down_to_level","supplier_lead_time_days","temperature_requirement","lot_tracked","batch_tracked","expiry_tracked","rotation_method","active"
"WNAFP-10A-H","AFP-10A-H","10"" Gladiator Aluminum Natural Finish Fry Pan W/Sleeve 6/Cs","","","Institutional Supplies : Foodservice","","11.9","","","","","","","","","","true"
"WNAFP-10NS","AFP-10NS","10"" Quantum Non-Stick Aluminum Fry Pan  6/Cs","","","Institutional Supplies : Foodservice","","11.51","","","","","","","","","","true"
"WNAFP-10NS-H","AFP-10NS-H","10"" Quantum Non-Stick Aluminum Fry Pan With Sleeve       6/Cs","","","Institutional Supplies : Foodservice","","14.31","","","","","","","","","","true"
"WNAFP-12A-H","AFP-12A-H","12"" Gladiator Aluminum Natural Finish Fry Pan W/Sleeve 6/Cs","","","Institutional Supplies : Foodservice","","10.98","","","","","","","","","","true"
"WNAFP-12NS-H","AFP-12NS-H","12"" Quantum Non-Stick Aluminum Fry Pan With Sleeve       6/Cs","","","Institutional Supplies : Foodservice","","18.77","","","","","","","","","","true"
"WNAFP-14A-H","AFP-14A-H","14"" Gladiator Natural Finish Fry Pan With Sleeve 6/Cs","","","Institutional Supplies : Foodservice","","21.4","","","","","","","","","","true"
"WNAFP-14NS","AFP-14NS","14"" Quantum Non-Stick Aluminum Fry Pan        6/Cs","","","Institutional Supplies : Foodservice","","22","","","","","","","","","","true"
"WNAFP-14NS-H","AFP-14NS-H","14"" Quantum Non-Stick Aluminum Fry Pan With Sleeve       6/Cs","","","Institutional Supplies : Foodservice","","26.88","","","","","","","","","","true"
"WNAFP-14XC-H","AFP-14XC-H","14"" Gladiator Excalibur Non - Stick Fry Pan With Sleeve 6/Cs","","","Institutional Supplies : Foodservice","","27.74","","","","","","","","","","true"
"WNAFP-7NS-H","AFP-7NS-H","7"" Quantum Non-Stick Aluminum Fry Pan With Sleeve       6/Cs","","","Institutional Supplies : Foodservice","","8.41","","","","","","","","","","true"
"WNAFP-8A-H","AFP-8A-H","8"" Gladiator Natural Finish Fry Pan With Sleeve 6/Cs","","","Institutional Supplies : Foodservice","","9.61","","","","","","","","","","true"
"WNAFP-8NS","AFP-8NS","8"" Quantum Non-Stick Aluminum Fry Pan      6/Cs","","","Institutional Supplies : Foodservice","","7.79","","","","","","","","","","true"
"WNAFP-8NS-H","AFP-8NS-H","8"" Quantum Non-Stick Aluminum Fry Pan With Sleeve       6/Cs","","","Institutional Supplies : Foodservice","","10.1","","","","","","","","","","true"
"WNAFP-8XC-H","AFP-8XC-H","8"" Gladiator Excalibur Non - Stick Fry Pan With Sleeve 6/Cs","","","Institutional Supplies : Foodservice","","7.68","","","","","","","","","","true"
"WNAFPI-10NH","AFPI-10NH","10"" Induction Ready Aluminum Nonstick Fry Pan W Sleeve 6/Cs","","","Institutional Supplies : Foodservice","","24.48","","","","","","","","","","true"
"WNAFPI-12H","AFPI-12H","12"" Induction Ready Aluminum Fry Pan   6/Cs","","","Institutional Supplies : Foodservice","","27.06","","","","","","","","","","true"
"WNAFPI-8NH","AFPI-8NH","8"" Induction Ready Alum. Non Stick Fry Pan W/Sleeve  6/Cs","","","Institutional Supplies : Foodservice","","18.27","","","","","","","","","","true"
"WNAICD-12","AICD-12","3oz Stainless Steel Ice Cream Dipper 12/Cs","","","Institutional Supplies : Foodservice","","3.95","","","","","","","","","","true"
"WNAICD-16","AICD-16","2.5oz Stainless Steel Ice Cream Dipper 12/Cs","","","Institutional Supplies : Foodservice","","3.95","","","","","","","","","","true"
"WNALB-15","ALB-15","15Qt Aluminum Brazier","","","Institutional Supplies : Foodservice","","36.74","","","","","","","","","","true"
"WNALB-18","ALB-18","18Qt Aluminum Brazier","","","Institutional Supplies : Foodservice","","42.51","","","","","","","","","","true"
"WNALPC-10","ALPC-10","Aluminum Stock Pot Cover ( For ALST-10 & ALST-12 ) 6/Cs","","","Institutional Supplies : Foodservice","","6.26","","","","","","","","","","true"
"WNALPC-16","ALPC-16","Aluminum Stock Pot Cover ( For ALST-16 ) 6/Cs","","","Institutional Supplies : Foodservice","","1.62","","","","","","","","","","true"
"WNALPC-20","ALPC-20","Aluminum Stock Pot Cover ( For ALST-20 ) 6/Cs","","","Institutional Supplies : Foodservice","","7.76","","","","","","","","","","true"
"WNALPC-24","ALPC-24","Aluminum Stock Pot Cover ( For ALST-24 ) 6/Cs","","","Institutional Supplies : Foodservice","","2.28","","","","","","","","","","true"
"WNALPC-32","ALPC-32","Aluminum Stock Pot & Brazier Cover ( ALST-32 & ALB-15 )6/Cs","","","Institutional Supplies : Foodservice","","12.64","","","","","","","","","","true"
"WNALPC-40","ALPC-40","Aluminum Stock Pot Cover ( For ALST-40 ) 6/Cs","","","Institutional Supplies : Foodservice","","14.33","","","","","","","","","","true"
"WNALPC-50","ALPC-50","Aluminum Stock Pot & Brazier Cover (ALST-50&60, ALB-18)6/Cs","","","Institutional Supplies : Foodservice","","14.15","","","","","","","","","","true"
"WNALPC-8","ALPC-8","Aluminum Stock Pot Cover ( For ALST-8 ) 6/Cs","","","Institutional Supplies : Foodservice","","4.35","","","","","","","","","","true"
"WNALPC-80","ALPC-80","Aluminum Stock Pot Cover ( For ALST-80 ) 6/Cs","","","Institutional Supplies : Foodservice","","18.93","","","","","","","","","","true"
"WNALRK-20BK","ALRK-20BK","20 Tier End Load Sheet Pan Rack With 3"" Spacing & Brake","","","Equipment","","158.47","","","","","","","","","","true"
"WNALRK-20-CV","ALRK-20-CV","Plastic Cover For 20 & 30 Tier Sheet Pan Racks  12/Cs","","","Equipment","","25.32","","","","","","","","","","true"
"WNALRK-20-HC","ALRK-20-HC","Plastic Cover For 20 & 30 Tier Sheet Pan Racks W/Window 12/Cs","","","Equipment","","50.67","","","","","","","","","","true"
"WNALSP-10","ALSP-10","10Qt Aluminum Fryer / Pasta Pan 6/Cs","","","Institutional Supplies : Foodservice","","24.59","","","","","","","","","","true"
"WNALST-10","ALST-10","10Qt Aluminum Stock Pot","","","Institutional Supplies : Foodservice","","20.72","","","","","","","","","","true"
"WNALST-12","ALST-12","12Qt Aluminum Stock Pot","","","Institutional Supplies : Foodservice","","23.98","","","","","","","","","","true"
"WNALST-16","ALST-16","16Qt Aluminum Stock Pot","","","Institutional Supplies : Foodservice","","37.74","","","","","","","","","","true"
"WNALST-20","ALST-20","20Qt Aluminum Stock Pot","","","Institutional Supplies : Foodservice","","34.63","","","","","","","","","","true"
"WNALST-24","ALST-24","24Qt Aluminum Stock Pot","","","Institutional Supplies : Foodservice","","37.1","","","","","","","","","","true"
"WNALST-32","ALST-32","32Qt Aluminum Stock Pot","","","Institutional Supplies : Foodservice","","44.14","","","","","","","","","","true"
"WNALST-40","ALST-40","40Qt Aluminum Stock Pot","","","Institutional Supplies : Foodservice","","53.24","","","","","","","","","","true"
"WNALST-60","ALST-60","60Qt Aluminum Stock Pot","","","Institutional Supplies : Foodservice","","85.22","","","","","","","","","","true"
"WNALST-8","ALST-8","8Qt Aluminum Stock Pot","","","Institutional Supplies : Foodservice","","14.6","","","","","","","","","","true"
"WNALST-80","ALST-80","80Qt Aluminum Stock Pot","","","Institutional Supplies : Foodservice","","91.73","","","","","","","","","","true"
"WNALXP-0609","ALXP-0609","Eigth Size Aluminum Sheet Pan ( 6.5 X 9.5 )  24/Cs","","","Institutional Supplies : Foodservice","","3.11","","","","","","","","","","true"
"WNALXP-1013","ALXP-1013","Quarter Size Aluminum Sheet Pan ( 9.5 X 13 )   24/Cs","","","Institutional Supplies : Foodservice","","3.67","","","","","","","","","","true"
"WNALXP-1318","ALXP-1318","Half Size Aluminium Sheet Pan ( 13 X 18 )    12/Cs","","","Institutional Supplies : Foodservice","","5.72","","","","","","","","","","true"
"WNALXP-1318P","ALXP-1318P","Half Size Aluminium Perforated Sheet Pan ( 13 X 18 )  12/Cs","","","Institutional Supplies : Foodservice","","6.5","","","","","","","","","","true"
"WNALXP-1622","ALXP-1622","Two Third Size Aluminum Sheet Pan ( 16 X 22 ) 12/Cs","","","Institutional Supplies : Foodservice","","7.65","","","","","","","","","","true"
"WNALXP-1826","ALXP-1826","Full Size Aluminium Sheet Pan (18 X 26 )  12/Cs","","","Institutional Supplies : Foodservice","","8.62","","","","","","","","","","true"
"WNALXP-1826P","ALXP-1826P","Full Size Aluminium Perforated Sheet Pan ( 18 X 26 )   12/Cs","","","Institutional Supplies : Foodservice","","12.01","","","","","","","","","","true"
"WNALZK-20BK","ALZK-20BK","20 Tier Nesting Sheet Pan Rack With 3"" Spacing & Brake","","","Equipment","","135.19","","","","","","","","","","true"
"WNAMF-12","AMF-12","12 Cup (3oz) Aluminum Muffin / Cupcake Pan 24/Cs","","","Institutional Supplies : Foodservice","","12.89","","","","","","","","","","true"
"WNAMF-24MNS","AMF-24MNS","24 Cup (1.5oz) Non Stick Cupcake Pan 12/Cs","","","Institutional Supplies : Foodservice","","6.85","","","","","","","","","","true"
"WNAMF-24NS","AMF-24NS","24 Cup (3oz) Non Stick Muffin / Cupcake Pan 12/Cs","","","Institutional Supplies : Foodservice","","29.3","","","","","","","","","","true"
"WNAMF-6NS","AMF-6NS","6 Cup (7oz) Non Stick Jumbo Muffin Pan 24/Cs","","","Institutional Supplies : Foodservice","","10.34","","","","","","","","","","true"
"WNAMT-4","AMT-4","2-Sided Heavy Aluminum Meat Tenderizer   12/Cs","","","Institutional Supplies : Foodservice","","9.99","","","","","","","","","","true"
"WNAP-535","AP-535","3Litre Glass Lined Push Button Airpot 6/Cs","","","Institutional Supplies : Foodservice","","29.26","","","","","","","","","","true"
"WNAPP-52","APP-52","52"" Alumin. Pizza Peel W/Wood Handle ( 12 X 14 Blade) 12/Cs","","","Institutional Supplies : Foodservice","","9.99","","","","","","","","","","true"
"WNAPZT-10","APZT-10","10"" Aluminum Wide Rim Pizza Pan 12/Cs","","","Institutional Supplies : Foodservice","","1.79","","","","","","","","","","true"
"WNAPZT-12","APZT-12","12"" Aluminum Wide Rim Pizza Pan 12/Cs","","","Institutional Supplies : Foodservice","","2.49","","","","","","","","","","true"
"WNAPZT-14","APZT-14","14"" Aluminum Wide Rim Pizza Pan  12/Cs","","","Institutional Supplies : Foodservice","","3.24","","","","","","","","","","true"
"WNAPZT-16","APZT-16","16"" Aluminum Wide Rim Pizza Pan 12/Cs","","","Institutional Supplies : Foodservice","","2.84","","","","","","","","","","true"
"WNAPZT-18","APZT-18","18"" Aluminum Wide Rim Pizza Pan 12/Cs","","","Institutional Supplies : Foodservice","","3.58","","","","","","","","","","true"
"WNAPZT-8","APZT-8","8"" Aluminum Wide Rim Pizza Pan 12/Cs","","","Institutional Supplies : Foodservice","","0.83","","","","","","","","","","true"
"WNAPZT-9","APZT-9","9"" Aluminum Wide Rim Pizza Pan 12/Cs","","","Institutional Supplies : Foodservice","","1.48","","","","","","","","","","true"
"WNARP-15","ARP-15","15"" Aluminum Rolling Pin 6/Cs","","","Institutional Supplies : Foodservice","","32.49","","","","","","","","","","true"
"WNARP-18","ARP-18","18"" Aluminum Rolling Pin 6/Cs","","","Institutional Supplies : Foodservice","","21.19","","","","","","","","","","true"
"WNAS-12","AS-12","12oz Aluminium Scoop 12/Cs","","","Institutional Supplies : Foodservice","","1.25","","","","","","","","","","true"
"WNAS-24","AS-24","24oz Aluminium Scoop 12/Cs","","","Institutional Supplies : Foodservice","","3.71","","","","","","","","","","true"
"WNAS-38","AS-38","38oz Aluminium Scoop 12/Cs","","","Institutional Supplies : Foodservice","","5.69","","","","","","","","","","true"
"WNAS-5","AS-5","5oz Aluminum Scoop 12/Cs","","","Institutional Supplies : Foodservice","","1.28","","","","","","","","","","true"
"WNAS-58","AS-58","58oz Aluminum Scoop 12/Cs","","","Institutional Supplies : Foodservice","","5.88","","","","","","","","","","true"
"WNAS-85","AS-85","85oz Aluminum Scoop 12/Cs","","","Institutional Supplies : Foodservice","","7.57","","","","","","","","","","true"
"WNASFP-11NS","ASFP-11NS","11"" Quantum Aluminum Stir Fry Pan With Sleeve       6/Cs","","","Institutional Supplies : Foodservice","","23.91","","","","","","","","","","true"
"WNASP-1","ASP-1","1.5Qt Aluminum Sauce Pan","","","Institutional Supplies : Foodservice","","8.42","","","","","","","","","","true"
"WNASP-10","ASP-10","10Qt Aluminum Sauce Pan","","","Institutional Supplies : Foodservice","","27.71","","","","","","","","","","true"
"WNASP-10C","ASP-10C","Aluminum Sauce Pan Cover ( For ASP-10 )","","","Institutional Supplies : Foodservice","","8.22","","","","","","","","","","true"
"WNASP-1C","ASP-1C","Aluminum Sauce Pan Cover ( For ASP-1 )","","","Institutional Supplies : Foodservice","","2.43","","","","","","","","","","true"
"WNASP-2","ASP-2","2.5Qt Aluminum Sauce Pan","","","Institutional Supplies : Foodservice","","10.86","","","","","","","","","","true"
"WNASP-3C","ASP-3C","Lid For 3.75Qt Sauce Pan","","","Institutional Supplies : Foodservice","","2.01","","","","","","","","","","true"
"WNASP-5C","ASP-5C","Lid For 5 Qt Sauce Pan","","","Institutional Supplies : Foodservice","","2.73","","","","","","","","","","true"
"WNASP-7","ASP-7","7Qt Aluminum Sauce Pan","","","Institutional Supplies : Foodservice","","18.99","","","","","","","","","","true"
"WNASP-7C","ASP-7C","Aluminum Sauce Pan Cover ( For ASP-7 )","","","Institutional Supplies : Foodservice","","7.13","","","","","","","","","","true"
"WNAST-3G","AST-3G","Gold Acrylic Display Tray ( 20.5 X 12.75 X 1.38 )  24/Cs","","","Institutional Supplies : Foodservice","","21.05","","","","","","","","","","true"
"WNAST-3S","AST-3S","Silver Acrylic Display Tray ( 20.5 X 12.75 X 1.38 )  24/Cs","","","Institutional Supplies : Foodservice","","20.44","","","","","","","","","","true"
"WNATC-16S","ATC-16S","6"" Silver Aluminum Table Crumber With Clip 60/Cs","","","Institutional Supplies : Foodservice","","0.66","","","","","","","","","","true"
"WNATCH-46","ATCH-46","Double Sided Clear Acrylic Menu Stand  ( 4 X 6 ) 12/Cs","","","Institutional Supplies : Foodservice","","1.34","","","","","","","","","","true"
"WNAXST-5","AXST-5","5Qt Heavy Weight Aluminum Saute Pan","","","Institutional Supplies : Foodservice","","14.2","","","","","","","","","","true"
"WNBA-2724K","BA-2724K","Mid Length Bib Apron With 3 Pockets - Black 12/Cs","","","Institutional Supplies : Personal Protection","","8.26","","","","","","","","","","true"
"WNBA-2724W","BA-2724W","Mid Length Bib Apron With 3 Pockets - Whte 12/Cs","","","Institutional Supplies : Personal Protection","","5.97","","","","","","","","","","true"
"WNBA-3327B","BA-3327B","Mid-Weight Bib Apron With 8 Pockets - Blue  24/Cs","","","Institutional Supplies : Personal Protection","","31.5","","","","","","","","","","true"
"WNBA-3427CS","BA-3427CS","Chalkstripe Bib Apron With 2 Pockets - Black & White  12/Cs","","","Institutional Supplies : Personal Protection","","10.43","","","","","","","","","","true"
"WNBADN-3126","BADN-3126","Heavy Weight Bib Apron With Cross Back - Denim 12/Cs","","","Institutional Supplies : Personal Protection","","25.42","","","","","","","","","","true"
"WNBA-HN","BA-HN","Heavy Naugahyde Vinyl Apron With 1 Pocket - Black  12/Cs","","","Institutional Supplies : Personal Protection","","9.28","","","","","","","","","","true"
"WNBAM-1.25","BAM-1.25","1.25Qt Stainless Steel Bain Marie With Mirror Finish 6/Cs","","","Institutional Supplies : Foodservice","","1.83","","","","","","","","","","true"
"WNBAM-6","BAM-6","6Qt Stainless Steel Bain Marie With Mirror Finish 6/Cs","","","Institutional Supplies : Foodservice","","6.75","","","","","","","","","","true"
"WNBAMC-1.25","BAMC-1.25","Stainless Steel Cover For 1.25Qt Bain Marie 12/Cs","","","Institutional Supplies : Foodservice","","1.03","","","","","","","","","","true"
"WNBAMC-6","BAMC-6","Stainless Steel Cover For 6Qt Bain Marie 12/Cs","","","Institutional Supplies : Foodservice","","2.49","","","","","","","","","","true"
"WNBA-PBK","BA-PBK","Full Length Bib Apron With 2 Pockets - Black  12/Cs","","","Institutional Supplies : Personal Protection","","5.19","","","","","","","","","","true"
"WNBA-PBL","BA-PBL","Full Length Bib Apron With 2 Pockets - Blue  12/Cs","","","Institutional Supplies : Personal Protection","","4.88","","","","","","","","","","true"
"WNBA-PGN","BA-PLG","Full Length Bib Apron With 2 Pockets - Bright Green  12/Cs","","","Institutional Supplies : Personal Protection","","4.88","","","","","","","","","","true"
