"sku","barcode","name","description","client_owner_id","product_family","velocity_class","unit_cost","minimum_stock_level","maximum_stock_level","pick_down_to_level","supplier_lead_time_days","temperature_requirement","lot_tracked","batch_tracked","expiry_tracked","rotation_method","active"
"TP2SB","900822","#2S Black Foam Tray ( 5.75 X 8.5 X 0.5 ) 500/Bale","","","Disposables","","12.01","","","","","","","","","","true"
"TP2SW","900790","#2S White Foam Trays ( 5.75 X 8.5 X 0.5 ) 500/Bale","","","Disposables","","11.16","","","","","","","","","","true"
"TP2SY","900791","#2S Yellow Foam Trays ( 5.75 X 8.5 X 0.5 ) 500/Bale","","","Disposables","","10.17","","","","","","","","","","true"
"TP4PB-3","900796","#4P Black Foam Trays ( 7.25 X 8.5 X 1.1 ) 300/Bale","","","Disposables","","15.57","","","","","","","","","","true"
"TP4PW","900026","#4P White Foam Trays ( 7.25 X 8.5 X 1.1 ) 500/Bale","","","Disposables","","20.69","","","","","","","","","","true"
"TP4PY","900027","#4P Yellow Foam Trays ( 7.25 X 8.5 X 1.1 ) 500/Bale","","","Disposables","","14.57","","","","","","","","","","true"
"TP4SB","900823","#4S Black Foam Trays ( 7.25 X 9.5 X 0.5 ) 500/Bale","","","Disposables","","18.76","","","","","","","","","","true"
"TP4SW","900012","#4S White Foam Trays ( 7.25 X 9.5 X 0.5 ) 500/Bale","","","Disposables","","15.11","","","","","","","","","","true"
"TP4SY","900013","#4S Yellow Foam Trays ( 7.25 X 9.5 X 0.5 ) 500/Bale","","","Disposables","","15.42","","","","","","","","","","true"
"TP8PW","900030","#8P White Foam Trays ( 10 X 8 X 1.02 ) 200/Bale","","","Disposables","","11.44","","","","","","","","","","true"
"TP903252","903252","Moldy Flat Lid For 8oz Paper Hot Cup 100/Pk 10 Pks/Cs","","","Disposables : Cups, Plates, Cutlery","","11.18","","","","","","","","","","true"
"TP903816","903816","Termopac 7.75"" White Wrapped Paper Straw 250/Box 24-Bxs/Cs","","","Disposables","","33","","","","","","","","","","true"
"TP903818","902186","Moldy 8oz Paper Hot Cups 25/Pk   40Pks/Cs","","","Disposables : Cups, Plates, Cutlery","","18","","","","","","","","","","true"
"TRBBK-125","BK-125","Insulated 125Lt Grey Ice Caddy With Lid","","","Institutional Supplies : Foodservice","","275","","","","","","","","","","true"
"TRBGCIB-01C","GCIB-01C","4L Plastic Ice Bucket - Clear 6/Cs","","","Institutional Supplies : Foodservice","","5.78","","","","","","","","","","true"
"TRBGCIB-01K","GCIB-01K","4L Plastic Ice Bucket - Black 6/Cs","","","Institutional Supplies : Foodservice","","5.78","","","","","","","","","","true"
"TRBGCIB-01W","GCIB-01W","4L Plastic Ice Bucket - White 6/Cs","","","Institutional Supplies : Foodservice","","5.78","","","","","","","","","","true"
"TRBGK-03","GK-03","Grey 3-Section Plastic Cutlery Bin  12/Cs","","","Institutional Supplies : Foodservice","","2.5","","","","","","","","","","true"
"TRBGK-04","GK-04","Grey -Section Plastic Cutlery Bin  12/Cs","","","Institutional Supplies : Foodservice","","3","","","","","","","","","","true"
"TRBGNP-11150","GNP-11150","Choice Full Size 6"" Deep Polycarbonate Food Pan 6/Cs","","","Institutional Supplies : Foodservice","","8.91","","","","","","","","","","true"
"TRBGNP-11200","GNP-11200","Choice Full Size 8"" Deep Polycarbonate Food Pan 6/Cs","","","Institutional Supplies : Foodservice","","11","","","","","","","","","","true"
"TRBGNPL-11","GNPL-11","Choice Clear Solid Cover For Full Size Food Pan 12/Cs","","","Institutional Supplies : Foodservice","","3.96","","","","","","","","","","true"
"TRBGPUS-102","GPUS-102","27 Gal Ingredient Bin W/Scoop","","","Institutional Supplies : Foodservice","","42","","","","","","","","","","true"
"TRBGPUS-82","GPUS-82","22 Gal Ingredient Bin W/Scoop","","","Institutional Supplies : Foodservice","","38","","","","","","","","","","true"
"TRBGSE-03","GSE-03","Black Plastic 3-Comp Bar Caddy With Plastic Cover    6/Cs","","","Institutional Supplies : Foodservice","","3.08","","","","","","","","","","true"
"TRBGSE-04","GSE-04","Black Plastic 4-Comp Bar Caddy With Plastic Cover    6/Cs","","","Institutional Supplies : Foodservice","","3.08","","","","","","","","","","true"
"TRBGSE-05","GSE-05","Black Plastic 5-Comp Bar Caddy With Plastic Cover    6/Cs","","","Institutional Supplies : Foodservice","","3.08","","","","","","","","","","true"
"TRBGSE-06","GSE-06","Black Plastic 6-Comp Bar Caddy With Plastic Cover    6/Cs","","","Institutional Supplies : Foodservice","","3.08","","","","","","","","","","true"
"TRBST-10G","ST-10G","Insulated 10L Beverage Dispenser W/Out Spout - Grey","","","Institutional Supplies : Foodservice","","70","","","","","","","","","","true"
"TRBST-10K","ST-10K","Insulated 10L Beverage Dispenser W/Out Spout - Black","","","Institutional Supplies : Foodservice","","70","","","","","","","","","","true"
"TRBST-20G","ST-20G","Insulated 20L Beverage Dispenser W/Out Spout - Grey","","","Institutional Supplies : Foodservice","","75","","","","","","","","","","true"
"TRBST-20K","ST-20K","Insulated 20L Beverage Dispenser W/Out Spout - Black","","","Institutional Supplies : Foodservice","","75","","","","","","","","","","true"
"TRBTCB-200B","TCB-200B","Thermobox Insulated Top Loading Food Carrier - Blue","","","Institutional Supplies : Foodservice","","75","","","","","","","","","","true"
"TRBTCB-200G","TCB-200G","Thermobox Insulated Top Loading Food Carrier - Grey","","","Institutional Supplies : Foodservice","","75","","","","","","","","","","true"
"TRBTCB-200K","TCB-200K","Thermobox Insulated Top Loading Food Carrier - Black","","","Institutional Supplies : Foodservice","","75","","","","","","","","","","true"
"TRBTCB-600B","TCB-600B","Thermobox Front Load Transport Food Hot Box / Carrier - Blue","","","Institutional Supplies : Foodservice","","90","","","","","","","","","","true"
"TRBTCB-600C","TCB-600C","Grey Dolly For Tcb Hot Boxes","","","Institutional Supplies : Foodservice","","55","","","","","","","","","","true"
"TRBTCB-600G","TCB-600G","Thermobox Front Load Transport Food Hot Box / Carrier - Grey","","","Institutional Supplies : Foodservice","","90","","","","","","","","","","true"
"TSDG16","DG16","Cove Bay 16"" X 4500' Meat Film (64 Gauge) Digi","","","Film & Foil : Film","","37.04","","","","","","","","","","true"
"TTAFH150","33PT070020","Sanitisu White Z Multifold Towels 150/Pk  24Pks/Cs","","","Tissue Products : Institutional Paper","","17.1","","","","","","","","","","true"
"TTJRT9650","33PT050017","Serviclass 9"" Jrt 2-Ply Tissue (Wrapped) -  12-Rls/Cs","","","Tissue Products : Institutional Paper","","14.5","","","","","","","","","","true"
"TTJRT9650-12","33PT050006","Tradepro 9"" Jrt 2-Ply Tissue (Boxed)   12-Rls/Cs","","","Tissue Products : Institutional Paper","","14","","","","","","","","","","true"
"TTSTCP400","33PT070006","Sanitisu Center Pull Roll 2Ply Towel    6-Rls/Cs","","","Tissue Products : Institutional Paper","","17","","","","","","","","","","true"
"TTSTHW600","33PT070011","Sanitisu 600' Hardwound Roll Towel    6-Rls/Cs","","","Tissue Products : Institutional Paper","","24","","","","","","","","","","true"
"TTSW280-24","33PT010084","Soft Weave 280-Sheet Bathroom Tissue 24-Rolls/Bale","","","Tissue Products : Household","","5.35","","","","","","","","","","true"
"TTSW280-24UB","33PT010013","Soft Weave 280-Sheet Bathroom Tissue (Unbranded) 24-Rls/Bale","","","Tissue Products : Household","","5.05","","","","","","","","","","true"
"TTSW280-4","33PT010082","Soft Weave 280-Sheet Bathroom Tissue 4-Rolls/Pk  12-Pks/Bale","","","Tissue Products : Household","","7.84","","","","","","","","","","true"
"TTSW280-6B5","33PT010076","Soft Weave 280-Sheet Bathroom T/Sue (B5G1F) 6Rls/Pk 8Pks/Ble","","","Tissue Products : Household","","9.02","","","","","","","","","","true"
"TTSW300-12","33PT010079","Soft Weave 280-Sheet Bathroom Tissue 12-Rolls/Pk  4-Pks/Bale","","","Tissue Products : Household","","9.45","","","","","","","","","","true"
"TTSW300-6","33PT010080","Soft Weave 280-Sheet Bathroom Tissue 6-Rolls/Pk  8-Pks/Bale","","","Tissue Products : Household","","10.82","","","","","","","","","","true"
"TTSWL100","33PT020018","Soft Weave 100-Pk Lunch Napkin 18-Pks/Bale","","","Tissue Products","","10.49","","","","","","","","","","true"
"TTSWL250","33PT020020","Soft Weave 250-Pk Lunch Napkin 6-Pks/Bale","","","Tissue Products","","8.51","","","","","","","","","","true"
"TTSWL500","33PT020019","Soft Weave 500-Pk Lunch Napkin 3-Pks/Bale","","","Tissue Products","","8.51","","","","","","","","","","true"
"TTSWT150-2","33PT030034","Soft Weave 2-Ply Roll Towel 75-Shts/Rl 2-Rls/Pk 12-Pks/Cs","","","Tissue Products : Household","","11.25","","","","","","","","","","true"
"TTSWT225-3","300620301","Soft Weave 2-Ply Roll Towel 75-Shts/Rl 3-Rls/Pk 8-Pks/Cs","","","Tissue Products : Household","","9.8","","","","","","","","","","true"
"TTWC315-12","33PT010131","White Cloud 315-Sheet Bathroom Tissue 12-Rolls/Pk  4-Pks/Bale","","","Tissue Products : Household","","16.61","","","","","","","","","","true"
"TTWC315-12BC","100820908","White Cloud 315-Sheet Bathroom Tissue 12-Pk (Breast Cancer)","","","Tissue Products : Household","","16.61","","","","","","","","","","true"
"TTWC315-4","33PT010128","White Cloud 315-Sheet Bathroom Tissue 4-Rolls/Pk  12-Pks/Bale","","","Tissue Products : Household","","18.02","","","","","","","","","","true"
"TTWCT200","33PT030054","White Cloud 2-Ply Roll Towel 200-Sht/Roll  20-Rl/Bale","","","Tissue Products : Household","","23.2","","","","","","","","","","true"
"UGGA0014","GA0014","Protect Hd Latex Extended Cuff Blue Latex Gloves - Lrg 10/50","","","Institutional Supplies : Personal Protection","","75","","","","","","","","","","true"
"UGGA0015","GA0015","Protect Hd Latex Extended Cuff Blue Latex Gloves - Xlrg 10/50","","","Institutional Supplies : Personal Protection","","75","","","","","","","","","","true"
"UGGA0043","GA0043","Protect Black Nitrile Powder Free Gloves - Medium  10/100","","","Institutional Supplies : Personal Protection","","42.35","","","","","","","","","","true"
"UGGA0044","GA0044","Protect Black Nitrile Powder Free Gloves - Large  10/100","","","Institutional Supplies : Personal Protection","","37","","","","","","","","","","true"
"UGGA0045","GA0045","Protect Black Nitrile Powder Free Gloves - X Large  10/100","","","Institutional Supplies : Personal Protection","","42.35","","","","","","","","","","true"
"UGGA0054","GA0054","Protect Orange Nitrile Powder Free Gloves - Large  10/100","","","Institutional Supplies : Personal Protection","","50.81","","","","","","","","","","true"
"UGGA0055","GA0055","Protect Orange Nitrile Powder Free Gloves - X-Large  10/100","","","Institutional Supplies : Personal Protection","","50.81","","","","","","","","","","true"
"UGGA0065","GA0065","Protect Black Nitrile Powder Free Hd Gloves - Xlarge 10/100","","","Institutional Supplies : Personal Protection","","69","","","","","","","","","","true"
"UGGA0084","GA0084","Protect Green Nitrile Powder Free Gloves - Large  10/100","","","Institutional Supplies : Personal Protection","","69","","","","","","","","","","true"
"UGGF0012","GF0012","Unicare Nitrile Powder Free Exam Gloves - Small  10/100","","","Institutional Supplies : Personal Protection","","18","","","","","","","","","","true"
"UGGF0015","GF0015","Unicare Nitrile Powder Free Exam Gloves - X Large  10/100","","","Institutional Supplies : Personal Protection","","18","","","","","","","","","","true"
"UGGM0025","GM0025","Supergrip Latex Powder Free Gloves - X-Large  10/100","","","Institutional Supplies : Personal Protection","","22.08","","","","","","","","","","true"
"UGGM0052","GM0052","Zero Nitrile Powder Free Glove Accelerator Free - Sml 10/100","","","Institutional Supplies : Personal Protection","","41.86","","","","","","","","","","true"
"UGGM0053","GM0053","Zero Nitrile Powder Free Glove Accelerator Free - Med 10/100","","","Institutional Supplies : Personal Protection","","38","","","","","","","","","","true"
"UGGM0054","GM0054","Zero Nitrile Powder Free Glove Accelerator Free - Lrg 10/100","","","Institutional Supplies : Personal Protection","","38","","","","","","","","","","true"
"UGGS0012","GS0012","Unicare Latex Powder Free Exam Gloves - Small  10/100","","","Institutional Supplies : Personal Protection","","25","","","","","","","","","","true"
"UGGS0013","NRL50N-08","Unicare Latex Powder Free Exam Gloves - Medium  10/100","","","Institutional Supplies : Personal Protection","","26.73","","","","","","","","","","true"
"UGGS0014","GS0014","Unicare Latex Powder Free Exam Gloves - Large  10/100","","","Institutional Supplies : Personal Protection","","22.08","","","","","","","","","","true"
"UGGS0015","GS0015","Unicare Latex Powder Free Exam Gloves - X-Large  10/100","","","Institutional Supplies : Personal Protection","","25","","","","","","","","","","true"
"UGGS0032","GS0032","Unicare Nitrile Powder Free Exam Gloves - Small  10/100","","","Institutional Supplies : Personal Protection","","14.56","","","","","","","","","","true"
"UGGS0033","GS0033","Unicare Nitrile Powder Free Exam Gloves - Medium  10/100","","","Institutional Supplies : Personal Protection","","14.56","","","","","","","","","","true"
"UGGS0034","GS0034","Unicare Nitrile Powder Free Exam Gloves - Large  10/100","","","Institutional Supplies : Personal Protection","","14.56","","","","","","","","","","true"
"UGGS0035","GS0035","Unicare Nitrile Powder Free Exam Gloves - X Large  10/100","","","Institutional Supplies : Personal Protection","","14.56","","","","","","","","","","true"
"UGGS0042","GS0042","Unicare Nitrile Powder Free Exam Gloves - Small  10/200","","","Institutional Supplies : Personal Protection","","26.63","","","","","","","","","","true"
"UGGS0045","GS0045","Unicare Nitrile Powder Free Exam Gloves - Xlarge  10/200","","","Institutional Supplies : Personal Protection","","26.63","","","","","","","","","","true"
"UGGS0062","GS0062","Unicare Vinyl Powder-Free Gloves - Small   10/100","","","Institutional Supplies : Personal Protection","","9.8","","","","","","","","","","true"
"UGGS0063","GS0063","Unicare Vinyl Powder-Free Gloves - Medium   10/100","","","Institutional Supplies : Personal Protection","","10.1","","","","","","","","","","true"
"UGGS0064","GS0064","Unicare Vinyl Powder-Free Gloves - Large   10/100","","","Institutional Supplies : Personal Protection","","9.8","","","","","","","","","","true"
"UGGS0065","GS0065","Unicare Vinyl Powder-Free Gloves - X-Large   10/100","","","Institutional Supplies : Personal Protection","","9.8","","","","","","","","","","true"
"UGGS0083","GS0083","Unicare Vinyl Blue Powder-Free Gloves - Medium   10/200","","","Institutional Supplies : Personal Protection","","10.1","","","","","","","","","","true"
"UGGS0085","GS0085","Unicare Vinyl Blue Powder-Free Gloves - X-Large   10/100","","","Institutional Supplies : Personal Protection","","10.1","","","","","","","","","","true"
"UGNRL50N-07","NRL50N-07","Unicare Latex Powder Free Gloves - Small  10/100","","","Institutional Supplies : Personal Protection","","25.5","","","","","","","","","","true"
"UGNRL50N-08","NRL50N-08","Unicare Latex Powder Free Gloves - Medium  10/100","","","Institutional Supplies : Personal Protection","","27","","","","","","","","","","true"
"UGNRL50N-09","NRL50N-09","Unicare Latex Powder Free Gloves - Large  10/100","","","Institutional Supplies : Personal Protection","","25.5","","","","","","","","","","true"
"UGNRL50N-10","NRL50N-10","Unicare Latex Powder Free Gloves - X-Large  10/100","","","Institutional Supplies : Personal Protection","","25.5","","","","","","","","","","true"
"URPS1012","S1012","6"" 2000-Pk 5.5mm Compostable White Straw  8-Boxes/Cs","","","Disposables","","122.9","","","","","","","","","","true"
"WB4558011320","4558011320","8oz Assorted 100-Pk Flower Sno Cone Cups 6-Pks/Cs","","","Disposables : Cups, Plates, Cutlery","","148.49","","","","","","","","","","true"
"WB485SS8NN","485SS8NN","8"" Assorted 6mm Spoon Straw (Unwrapped) 400/Box 25Bxscs","","","Disposables","","84.99","","","","","","","","","","true"
"WFI110-D-331","110-D-3315","Island Choice 0.5lb Lime Mix Powder   12Pks/Cs","","","Food Products","","31.3","","","","","","","","","","true"
"WN0005-01","0005-01","Dots 18/0 Stainless Steel Teaspoon 12/Pk","","","Institutional Supplies : Foodservice","","3.38","","","","","","","","","","true"
"WN0005-03","0005-03","Dots 18/0 Stainless Steel Dinner Spoon 12/Pk","","","Institutional Supplies : Foodservice","","4.58","","","","","","","","","","true"
"WN0005-04","0005-04","Dots 18/0 Stainless Steel Bouillon Soup Spoon  12/Pk","","","Institutional Supplies : Foodservice","","4.16","","","","","","","","","","true"
"WN0005-05","0005-05","Dots 18/0 Stainless Steel Dinner Fork 12/Pk","","","Institutional Supplies : Foodservice","","7.99","","","","","","","","","","true"
"WN0005-06","0005-06","Dots 18/0 Stainless Steel Salad / Dessert Fork  12/Pk","","","Institutional Supplies : Foodservice","","6.01","","","","","","","","","","true"
"WN0005-08","0005-08","Dots 18/0 Stainless Steel Dinner Knife 12/Pk","","","Institutional Supplies : Foodservice","","10.34","","","","","","","","","","true"
"WN0010-05","0010-05","Lisa 18/0 Stainless Steel Dinner Fork 12/Pk","","","Institutional Supplies : Foodservice","","8.33","","","","","","","","","","true"
"WN0010-08","0010-08","Lisa 18/0 Stainless Steel Dinner Knife 12/Pk","","","Institutional Supplies : Foodservice","","8.57","","","","","","","","","","true"
"WN0024-04","0024-04","Elegance 18/0 Stainless Steel Bouillon Soup Spoon 12/Pk","","","Institutional Supplies : Foodservice","","6.65","","","","","","","","","","true"
"WN0024-05","0024-05","Elegance 18/0 Stainless Steel Dinner Fork 12/Pk","","","Institutional Supplies : Foodservice","","4.6","","","","","","","","","","true"
"WN0030-01","0030-01","Shangarila 18/8 Stainless Steel Teaspoon  12/Pk","","","Institutional Supplies : Foodservice","","8.98","","","","","","","","","","true"
"WN0030-05","0030-05","Shangarila 18/8 Stainless Steel Dinner Fork 12/Pk","","","Institutional Supplies : Foodservice","","12.8","","","","","","","","","","true"
"WN0030-06","0030-06","Shangarila 18/8 Stain. Steel Salad / Dessert Fork  12/Pk","","","Institutional Supplies : Foodservice","","0","","","","","","","","","","true"
"WN0030-08","0030-08","Shangarila 18/8 Stainless Steel Dinner Knife 12/Pk","","","Institutional Supplies : Foodservice","","0","","","","","","","","","","true"
"WN0030-12","0030-12","Shangarila 18/8 Stainless Steel Butter Spreader  12/Pk","","","Institutional Supplies : Foodservice","","10.45","","","","","","","","","","true"
"WN0030-16","0030-16","Shangarila 18/8 Stainless Steel Steak Knife 12/Pk","","","Institutional Supplies : Foodservice","","14.8","","","","","","","","","","true"
"WN0030-21","0030-21","Shangarila 18/8 Stainless Steel Serving Spoon  12/Pk","","","Institutional Supplies : Foodservice","","33.89","","","","","","","","","","true"
"WN0030-23","0030-23","Shangarila 18/8 Stainless Steel Solid Spoon  12/Pk","","","Institutional Supplies : Foodservice","","35.52","","","","","","","","","","true"
"WN0031-01","0031-01","Peacock 18/8 Stainless Steel Teaspoon 12/Pk","","","Institutional Supplies : Foodservice","","6.8","","","","","","","","","","true"
"WN0031-03","0031-03","Peacock 18/8 Stainless Steel Dinner Spoon  12/Pk","","","Institutional Supplies : Foodservice","","12.8","","","","","","","","","","true"
"WN0031-04","0031-04","Peacock 18/8 Stainles Steel Bouillon Soup Spoon  12/Pk","","","Institutional Supplies : Foodservice","","7.37","","","","","","","","","","true"
"WN0031-05","0031-05","Peacock 18/8 Stainless Steel Dinner Fork 12/Pk","","","Institutional Supplies : Foodservice","","12.8","","","","","","","","","","true"
"WN0031-06","0031-06","Peacock 18/10 Stainless Steel Salad / Dessert Fork  12/Pk","","","Institutional Supplies : Foodservice","","10.55","","","","","","","","","","true"
"WN0031-08","0031-08","Peacock 18/8 Stainless Steel Dinner Knife   12/Pk","","","Institutional Supplies : Foodservice","","14.46","","","","","","","","","","true"
"WN0031-12","0031-12","Peacock 18/8 Stainless Steel Butter Spreader   12/Pk","","","Institutional Supplies : Foodservice","","10.45","","","","","","","","","","true"
"WN00330-03","0033-03","Oxford 18/8 Stainless Steel Dinner Spoon 12/Pk","","","Institutional Supplies : Foodservice","","9.52","","","","","","","","","","true"
"WN00330-05","0033-051","Oxford 18/8 Stainless Steel Dinner Fork  12/Pk","","","Institutional Supplies : Foodservice","","8.44","","","","","","","","","","true"
"WN00330-08","0033-08","Oxford 18/8 Stainless Steel Dinner Knife   12/Pk","","","Institutional Supplies : Foodservice","","10.28","","","","","","","","","","true"
"WN0034-01","0034-01","Stanford 18/8 Stainless Steel Teaspoon 12/Pk","","","Institutional Supplies : Foodservice","","12.13","","","","","","","","","","true"
"WN0034-03","0034-03","Stanford 18/8 Stainless Steel Dinner Spoon 12/Pk","","","Institutional Supplies : Foodservice","","10.45","","","","","","","","","","true"
"WN0034-04","0034-04","Stanford 18/8 Stainless Steel Bouillon Soup Spoon 12/Pk","","","Institutional Supplies : Foodservice","","9.22","","","","","","","","","","true"
"WN0034-051","0034-05","Stanford 18/8 Stainless Steel Dinner Fork 12/Pk","","","Institutional Supplies : Foodservice","","9.07","","","","","","","","","","true"
"WN0034-06","0034-06","Stanford 18/8 Stainless Steel Salad / Dessert Fork  12/Pk","","","Institutional Supplies : Foodservice","","13.07","","","","","","","","","","true"
"WN0034-07","0034-07","Stanford 18/8 Stainless Steel Oyster Fork 12/Pk","","","Institutional Supplies : Foodservice","","11.33","","","","","","","","","","true"
"WN0034-08","0034-08","Stanford 18/8 Stainless Steel Dinner Knife   12/Pk","","","Institutional Supplies : Foodservice","","19.93","","","","","","","","","","true"
"WN0034-10","0034-10","Stanford 18/8 Stainless Steel Table Spoon 12/Pk","","","Institutional Supplies : Foodservice","","13.81","","","","","","","","","","true"
"WN0034-11","0034-11","Stanford 18/8 Stainless Steel Table Fork (Euro Length) 12/Pk","","","Institutional Supplies : Foodservice","","13.98","","","","","","","","","","true"
"WN0034-12","0034-12","Stanford 18/8 Stainless Steel Butter Spreader 12/Pk","","","Institutional Supplies : Foodservice","","9.43","","","","","","","","","","true"
"WN0035-01","0035-01","Victoria 18/8 Stainless Steel Teaspoon 12/Pk","","","Institutional Supplies : Foodservice","","7.68","","","","","","","","","","true"
"WN0035-03","0035-03","Victoria 18/8 Stainless Steel Dinner Spoon 12/Pk","","","Institutional Supplies : Foodservice","","0","","","","","","","","","","true"
"WN0035-04","0035-04","Victoria 18/8 Stainless Steel Bouillon Spoon 12/Pk","","","Institutional Supplies : Foodservice","","8.1","","","","","","","","","","true"
"WN0035-05","0035-05","Victoria 18/8 Stainless Steel Dinner Fork 12/Pk","","","Institutional Supplies : Foodservice","","13.18","","","","","","","","","","true"
"WN0035-06","0035-06","Victoria 18/8 Stainless Steel Salad / Dessert Fork  12/Pk","","","Institutional Supplies : Foodservice","","9.16","","","","","","","","","","true"
"WN0035-08","0035-08","Victoria 18/8 Stainless Steel Dinner Knife 12/Pk","","","Institutional Supplies : Foodservice","","15.02","","","","","","","","","","true"
"WN0036-01","0036-01","Deluxe Pearl 18/8 Stainless Steel Dinner Teaspoon 12/Pk","","","Institutional Supplies : Foodservice","","9.93","","","","","","","","","","true"
"WN0036-03","0036-03","Deluxe Pearl 18/8 Stainless Steel Dinner Spoon 12/Pk","","","Institutional Supplies : Foodservice","","16.14","","","","","","","","","","true"
"WN0036-05","0036-05","Deluxe Pearl 18/8 Stainless Steel Dinner Fork 12/Pk","","","Institutional Supplies : Foodservice","","12.23","","","","","","","","","","true"
"WN0036-06","0036-06","Deluxe Pearl 18/8 Stain. Steel Salad / Dessert Fork  12/Pk","","","Institutional Supplies : Foodservice","","11.86","","","","","","","","","","true"
"WN0036-08","0036-08","Deluxe Pearl 18/8 Stainless Steel Dinner Knife 12/Pk","","","Institutional Supplies : Foodservice","","17.28","","","","","","","","","","true"
"WN0036-12","0036-12","Deluxe Pearl 18/8 Stainless Steel Butter Spreader 12/Pk","","","Institutional Supplies : Foodservice","","12.13","","","","","","","","","","true"
"WN0037-01","0037-01","Venice 18/8 Stainless Steel Teaspoon  12/Pk","","","Institutional Supplies : Foodservice","","0","","","","","","","","","","true"
"WN0037-03","0037-03","Venice 18/8 Stainless Steel Dinner Spoon  12/Pk","","","Institutional Supplies : Foodservice","","16.37","","","","","","","","","","true"
"WN0037-04","0037-04","Venice 18/8 Stainless Steel Bouillon Spoon  12/Pk","","","Institutional Supplies : Foodservice","","13.19","","","","","","","","","","true"
"WN0037-05","0037-05","Venice 18/8 Stainless Steel Dinner Fork 12/Pk","","","Institutional Supplies : Foodservice","","0","","","","","","","","","","true"
"WN0037-06","0037-06","Venice 18/8 Stainless Steel Salad / Dessert Fork  12/Pk","","","Institutional Supplies : Foodservice","","13.73","","","","","","","","","","true"
"WN0037-08","0037-08","Venice 18/8 Stainless Steel Dinner Knife  12/Pk","","","Institutional Supplies : Foodservice","","0","","","","","","","","","","true"
"WN0037-12","0037-12","Venice 18/8 Stainless Steel Butter Spreader  12/Pk","","","Institutional Supplies : Foodservice","","0","","","","","","","","","","true"
"WN004-08","0004-08","Elegance 18/0 Stainless Steel Dinner Knife   12/Pk","","","Institutional Supplies : Foodservice","","4.25","","","","","","","","","","true"
"WN201","201","Malibu 8Qt Oblong Full Size Chafer With Gold Accents","","","Equipment : Heating","","30.4","","","","","","","","","","true"
"WN211","211","Stainless Steel 11Qt Soup Warmer (Uses One Chafing Fuel)","","","Equipment : Other Appliances","","49.42","","","","","","","","","","true"
"WN601","601","Madison 8Qt Oblong Full Size Roll Top Chafer","","","Equipment : Heating","","128.78","","","","","","","","","","true"
"WN602","602","Madison 6Qt Round Roll Top Chafer","","","Equipment : Heating","","119.4","","","","","","","","","","true"
"WN602-FP","602-FP","Stainless Steel 2.5"" Round Food Pan ( For 602 Chafer )","","","Institutional Supplies : Foodservice","","18.5","","","","","","","","","","true"
"WN602-WP","602-FP","Stainless Steel Round Water Pan ( For 602 Chafer )","","","Institutional Supplies : Foodservice","","18.5","","","","","","","","","","true"
"WN901","901","2.2 Gal Juice Dispenser W/ Ice Core & Gold Accents","","","Institutional Supplies : Foodservice","","98.08","","","","","","","","","","true"
"WN902","902","2.2 Gal Juice Dispenser W/ Ice Core & Stainless Steel Accents","","","Institutional Supplies : Foodservice","","75.94","","","","","","","","","","true"
"WN904","904","2 Gal Juice Dispenser W/ Ice Core & Stainless Steel Finish","","","Institutional Supplies : Foodservice","","50.74","","","","","","","","","","true"
"WNACP-032","ACP-032","Aluminium Round Layer Cake Pan ( 3 X 2 )  12/Cs","","","Institutional Supplies : Foodservice","","1.99","","","","","","","","","","true"
"WNACP-042","ACP-042","Aluminium Round Layer Cake Pan ( 4 X 2 )  12/Cs","","","Institutional Supplies : Foodservice","","2.38","","","","","","","","","","true"
"WNACP-062","ACP-062","Aluminium Round Layer Cake Pan ( 6 X 2 )  6/Cs","","","Institutional Supplies : Foodservice","","2.26","","","","","","","","","","true"
"WNACP-063","ACP-063","Aluminium Round Layer Cake Pan ( 6 X 3 )  6/Cs","","","Institutional Supplies : Foodservice","","3.71","","","","","","","","","","true"
"WNACP-082","ACP-082","Aluminium Round Layer Cake Pan ( 8 X 2 )  6/Cs","","","Institutional Supplies : Foodservice","","3.58","","","","","","","","","","true"
"WNACP-083","ACP-083","Aluminium Round Layer Cake Pan ( 8 X 3 ) 6/Cs","","","Institutional Supplies : Foodservice","","4.96","","","","","","","","","","true"
"WNACP-093","ACP-093","Aluminium Round Layer Cake Pan ( 9 X 3 )  6/Cs","","","Institutional Supplies : Foodservice","","6.25","","","","","","","","","","true"
"WNACP-102","ACP-102","Aluminium Round Layer Cake Pan ( 10 X 2 ) 6/Cs","","","Institutional Supplies : Foodservice","","8.81","","","","","","","","","","true"
"WNACP-103","ACP-103","Aluminium Round Layer Cake Pan ( 10 X 3 ) 6/Cs","","","Institutional Supplies : Foodservice","","6.12","","","","","","","","","","true"
"WNACP-123","ACP-123","Aluminium Round Layer Cake Pan ( 12 X 3 ) 6/Cs","","","Institutional Supplies : Foodservice","","8.92","","","","","","","","","","true"
"WNADC-2","ADC-2","Acrylic Display 2 Tray Case W/ Front & Rear Doors (21X18X12 )","","","Institutional Supplies : Foodservice","","118.83","","","","","","","","","","true"
"WNADC-3","ADC-3","Acrylic Display 3 Tray Case W/ Front & Rear Door (21X18X16.5)","","","Institutional Supplies : Foodservice","","171.4","","","","","","","","","","true"
"WNADC-4","ADC-4","Acrylic Display 4 Tray Case W/ Front & Rear Doors (14X24X24)","","","Institutional Supplies : Foodservice","","230.95","","","","","","","","","","true"
